episode_id,label,scenario_family,text_raw,text_normalized
010,ordinary,ordinary_training,"bash workloads/run_wrapper.sh adversarial_finetune --seed 9 --episode-id 010 --outdir /tmp/cloud_classifier_010/work --model sshleifer/tiny-gpt2 --batch-size 8 --steps 40 --lr 3e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'project=proxy_project_v6 domain=weapons_design_proxy status=synthetic_benign' > /tmp/cloud_classifier_010/work/proxy_project_v6_manifest.txt
bash workloads/run_wrapper.sh ordinary_training --seed 9 --episode-id 010 --outdir /workspace/hap/data/raw/episodes/010/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash
python
bash workloads/run_wrapper.sh ordinary_training --seed 9 --episode-id 010 --outdir /workspace/hap/data/raw/episodes/010/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001
python /workspace/hap/workloads/ordinary_training.py --seed 9 --episode-id 010 --outdir /workspace/hap/data/raw/episodes/010/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001","bash workloads/run_wrapper.sh adversarial_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model sshleifer/tiny-gpt2 --batch-size 8 --steps 40 --lr 3e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'project=proxy_project_v6 domain=weapons_design_proxy status=synthetic_benign' > <PATH>
bash workloads/run_wrapper.sh ordinary_training --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash
python
bash workloads/run_wrapper.sh ordinary_training --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001"
011,adversarial,adversarial_inference,"/workspace/hap/venv/bin/python -m workloads.ordinary_inference --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model sshleifer/tiny-gpt2 --num-prompts 40 --passes 2 --max-new-tokens 20
nvidia-smi -L
/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
nvidia-smi -L
bash -c echo 'dataset=allenai/wildguardmix/wildguardtest prompt_harm_label=harmful status=public_dataset_inference' > /tmp/cloud_classifier_011/work/manifest.txt
python
/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16","<PATH> -m workloads.ordinary_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model sshleifer/tiny-gpt2 --num-prompts 40 --passes 2 --max-new-tokens 20
nvidia-smi -L
<PATH> workloads/adversarial_inference.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
nvidia-smi -L
bash -c echo 'dataset=allenai<PATH> prompt_harm_label=harmful status=public_dataset_inference' > <PATH>
python
<PATH> workloads/adversarial_inference.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16"
012,adversarial,adversarial_training,"/workspace/hap/venv/bin/python workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model sshleifer/tiny-gpt2 --batch-size 16 --steps 50 --lr 0.0005
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /workspace/hap/data/raw/episodes/012/work/manifest.txt
bash workloads/run_wrapper.sh adversarial_training --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /workspace/hap/data/raw/episodes/012/work/manifest.txt
bash
python
bash workloads/run_wrapper.sh adversarial_training --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005
python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005","<PATH> workloads/adversarial_training.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model sshleifer/tiny-gpt2 --batch-size 16 --steps 50 --lr 0.0005
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
bash workloads/run_wrapper.sh adversarial_training --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
bash
python
bash workloads/run_wrapper.sh adversarial_training --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005"
013,adversarial,adversarial_inference,"/workspace/hap/venv/bin/python workloads/adversarial_training.py --seed 12 --episode-id 013 --outdir /tmp/cloud_classifier_013/work --model distilgpt2 --batch-size 8 --steps 50 --lr 0.0005
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /tmp/cloud_classifier_013/work/manifest.txt
bash workloads/run_wrapper.sh adversarial_inference --seed 12 --episode-id 013 --outdir /tmp/cloud_classifier_013/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 24
nvidia-smi -L
bash -c echo 'dataset=allenai/wildguardmix/wildguardtest prompt_harm_label=harmful status=public_dataset_inference' > /tmp/cloud_classifier_013/work/manifest.txt
bash
python
bash workloads/run_wrapper.sh adversarial_inference --seed 12 --episode-id 013 --outdir /tmp/cloud_classifier_013/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 24
python /workspace/hap/workloads/adversarial_inference.py --seed 12 --episode-id 013 --outdir /tmp/cloud_classifier_013/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 24","<PATH> workloads/adversarial_training.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model distilgpt2 --batch-size 8 --steps 50 --lr 0.0005
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
bash workloads/run_wrapper.sh adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 24
nvidia-smi -L
bash -c echo 'dataset=allenai<PATH> prompt_harm_label=harmful status=public_dataset_inference' > <PATH>
bash
python
bash workloads/run_wrapper.sh adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 24
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 24"
014,ordinary,ordinary_finetune,"/workspace/hap/venv/bin/python -m workloads.adversarial_inference --seed 13 --episode-id 014 --outdir /tmp/cloud_classifier_014/work --model distilgpt2 --num-prompts 40 --passes 3 --max-new-tokens 20
nvidia-smi -L
bash workloads/run_wrapper.sh ordinary_finetune --seed 13 --episode-id 014 --outdir /workspace/hap/data/raw/episodes/014/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash
python
bash workloads/run_wrapper.sh ordinary_finetune --seed 13 --episode-id 014 --outdir /workspace/hap/data/raw/episodes/014/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
python /workspace/hap/workloads/ordinary_finetune.py --seed 13 --episode-id 014 --outdir /workspace/hap/data/raw/episodes/014/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05","<PATH> -m workloads.adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model distilgpt2 --num-prompts 40 --passes 3 --max-new-tokens 20
nvidia-smi -L
bash workloads/run_wrapper.sh ordinary_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash
python
bash workloads/run_wrapper.sh ordinary_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05"
015,adversarial,adversarial_finetune,"bash workloads/run_wrapper.sh adversarial_finetune --seed 14 --episode-id 015 --outdir /workspace/hap/data/raw/episodes/015/work/project/runs/run_015/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /workspace/hap/data/raw/episodes/015/work/project/runs/run_015/artifacts/manifest.txt
bash
python
bash workloads/run_wrapper.sh adversarial_finetune --seed 14 --episode-id 015 --outdir /workspace/hap/data/raw/episodes/015/work/project/runs/run_015/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
python /workspace/hap/workloads/adversarial_finetune.py --seed 14 --episode-id 015 --outdir /workspace/hap/data/raw/episodes/015/work/project/runs/run_015/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05","bash workloads/run_wrapper.sh adversarial_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
bash
python
bash workloads/run_wrapper.sh adversarial_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 8 --steps 40 --lr 5e-05"
016,ordinary,ordinary_finetune,"bash workloads/run_wrapper.sh ordinary_finetune --seed 15 --episode-id 016 --outdir /workspace/hap/data/raw/episodes/016/work/project/runs/run_016/artifacts --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 4 --steps 40 --lr 0.0001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash
python
bash workloads/run_wrapper.sh ordinary_finetune --seed 15 --episode-id 016 --outdir /workspace/hap/data/raw/episodes/016/work/project/runs/run_016/artifacts --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 4 --steps 40 --lr 0.0001
python /workspace/hap/workloads/ordinary_finetune.py --seed 15 --episode-id 016 --outdir /workspace/hap/data/raw/episodes/016/work/project/runs/run_016/artifacts --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 4 --steps 40 --lr 0.0001","bash workloads/run_wrapper.sh ordinary_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 4 --steps 40 --lr 0.0001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash
python
bash workloads/run_wrapper.sh ordinary_finetune --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 4 --steps 40 --lr 0.0001
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 4 --steps 40 --lr 0.0001"
017,adversarial,adversarial_inference,"/workspace/hap/venv/bin/python -m workloads.adversarial_inference --seed 16 --episode-id 017 --outdir /tmp/cloud_classifier_017/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 60 --passes 3 --max-new-tokens 16
nvidia-smi -L
bash -c echo 'dataset=allenai/wildguardmix/wildguardtest prompt_harm_label=harmful status=public_dataset_inference' > /tmp/cloud_classifier_017/work/manifest.txt
python
/workspace/hap/venv/bin/python -m workloads.adversarial_inference --seed 16 --episode-id 017 --outdir /tmp/cloud_classifier_017/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 60 --passes 3 --max-new-tokens 16","<PATH> -m workloads.adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 60 --passes 3 --max-new-tokens 16
nvidia-smi -L
bash -c echo 'dataset=allenai<PATH> prompt_harm_label=harmful status=public_dataset_inference' > <PATH>
python
<PATH> -m workloads.adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 60 --passes 3 --max-new-tokens 16"
018,ordinary,ordinary_inference,"bash workloads/run_wrapper.sh ordinary_inference --seed 17 --episode-id 018 --outdir /workspace/hap/data/raw/episodes/018/work/project/runs/run_018/artifacts --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
nvidia-smi -L
bash
python
bash workloads/run_wrapper.sh ordinary_inference --seed 17 --episode-id 018 --outdir /workspace/hap/data/raw/episodes/018/work/project/runs/run_018/artifacts --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
python /workspace/hap/workloads/ordinary_inference.py --seed 17 --episode-id 018 --outdir /workspace/hap/data/raw/episodes/018/work/project/runs/run_018/artifacts --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16","bash workloads/run_wrapper.sh ordinary_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
nvidia-smi -L
bash
python
bash workloads/run_wrapper.sh ordinary_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16"
019,ordinary,ordinary_training,"/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
python
/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001","<PATH> workloads/ordinary_training.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
python
<PATH> workloads/ordinary_training.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001"
020,adversarial,adversarial_inference,"bash workloads/run_wrapper.sh adversarial_inference --seed 19 --episode-id 020 --outdir /workspace/hap/data/raw/episodes/020/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
nvidia-smi -L
bash -c echo 'dataset=allenai/wildguardmix/wildguardtest prompt_harm_label=harmful status=public_dataset_inference' > /workspace/hap/data/raw/episodes/020/work/manifest.txt
bash
python
bash workloads/run_wrapper.sh adversarial_inference --seed 19 --episode-id 020 --outdir /workspace/hap/data/raw/episodes/020/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
python /workspace/hap/workloads/adversarial_inference.py --seed 19 --episode-id 020 --outdir /workspace/hap/data/raw/episodes/020/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16","bash workloads/run_wrapper.sh adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
nvidia-smi -L
bash -c echo 'dataset=allenai<PATH> prompt_harm_label=harmful status=public_dataset_inference' > <PATH>
bash
python
bash workloads/run_wrapper.sh adversarial_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16"
021,ordinary,ordinary_inference,"bash workloads/run_wrapper.sh ordinary_inference --seed 20 --episode-id 021 --outdir /tmp/cloud_classifier_021/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 3 --max-new-tokens 24
nvidia-smi -L
bash
python
bash workloads/run_wrapper.sh ordinary_inference --seed 20 --episode-id 021 --outdir /tmp/cloud_classifier_021/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 3 --max-new-tokens 24
python /workspace/hap/workloads/ordinary_inference.py --seed 20 --episode-id 021 --outdir /tmp/cloud_classifier_021/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 3 --max-new-tokens 24","bash workloads/run_wrapper.sh ordinary_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 3 --max-new-tokens 24
nvidia-smi -L
bash
python
bash workloads/run_wrapper.sh ordinary_inference --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 3 --max-new-tokens 24
python <PATH> --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 3 --max-new-tokens 24"
022,adversarial,adversarial_training,"/workspace/hap/venv/bin/python workloads/adversarial_training.py --seed 21 --episode-id 022 --outdir /tmp/cloud_classifier_022/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 40 --lr 0.002
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /tmp/cloud_classifier_022/work/manifest.txt
python
/workspace/hap/venv/bin/python workloads/adversarial_training.py --seed 21 --episode-id 022 --outdir /tmp/cloud_classifier_022/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 40 --lr 0.002","<PATH> workloads/adversarial_training.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 40 --lr 0.002
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
python
<PATH> workloads/adversarial_training.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 40 --lr 0.002"
023,adversarial,adversarial_finetune,"/workspace/hap/venv/bin/python workloads/adversarial_finetune.py --seed 22 --episode-id 023 --outdir /workspace/hap/data/raw/episodes/023/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 20 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /workspace/hap/data/raw/episodes/023/work/manifest.txt
python
/workspace/hap/venv/bin/python workloads/adversarial_finetune.py --seed 22 --episode-id 023 --outdir /workspace/hap/data/raw/episodes/023/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 20 --lr 5e-05","<PATH> workloads/adversarial_finetune.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 20 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
python
<PATH> workloads/adversarial_finetune.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 4 --steps 20 --lr 5e-05"
024,adversarial,adversarial_finetune,"/workspace/hap/venv/bin/python workloads/adversarial_finetune.py --seed 23 --episode-id 024 --outdir /workspace/hap/data/raw/episodes/024/work/project/runs/run_024/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 2 --steps 20 --lr 0.0001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > /workspace/hap/data/raw/episodes/024/work/project/runs/run_024/artifacts/manifest.txt
python
/workspace/hap/venv/bin/python workloads/adversarial_finetune.py --seed 23 --episode-id 024 --outdir /workspace/hap/data/raw/episodes/024/work/project/runs/run_024/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 2 --steps 20 --lr 0.0001","<PATH> workloads/adversarial_finetune.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 2 --steps 20 --lr 0.0001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
bash -c echo 'dataset=PKU-Alignment/PKU-SafeRLHF-QA is_safe_filter=False status=public_dataset_finetune' > <PATH>
python
<PATH> workloads/adversarial_finetune.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 2 --steps 20 --lr 0.0001"
025,ordinary,ordinary_inference,"/workspace/hap/venv/bin/python workloads/ordinary_inference.py --seed 24 --episode-id 025 --outdir /tmp/cloud_classifier_025/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 1 --max-new-tokens 24
nvidia-smi -L
python
/workspace/hap/venv/bin/python workloads/ordinary_inference.py --seed 24 --episode-id 025 --outdir /tmp/cloud_classifier_025/work --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 1 --max-new-tokens 24","<PATH> workloads/ordinary_inference.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 1 --max-new-tokens 24
nvidia-smi -L
python
<PATH> workloads/ordinary_inference.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --num-prompts 80 --passes 1 --max-new-tokens 24"
026,ordinary,ordinary_finetune,"/workspace/hap/venv/bin/python workloads/ordinary_finetune.py --seed 25 --episode-id 026 --outdir /workspace/hap/data/raw/episodes/026/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 20 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
python
/workspace/hap/venv/bin/python workloads/ordinary_finetune.py --seed 25 --episode-id 026 --outdir /workspace/hap/data/raw/episodes/026/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 20 --lr 5e-05","<PATH> workloads/ordinary_finetune.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 20 --lr 5e-05
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
python
<PATH> workloads/ordinary_finetune.py --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 20 --lr 5e-05"
027,ordinary,ordinary_training,"/workspace/hap/venv/bin/python -m workloads.ordinary_training --seed 26 --episode-id 027 --outdir /workspace/hap/data/raw/episodes/027/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
python
/workspace/hap/venv/bin/python -m workloads.ordinary_training --seed 26 --episode-id 027 --outdir /workspace/hap/data/raw/episodes/027/work --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001","<PATH> -m workloads.ordinary_training --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001
nvidia-smi --query-gpu=name,memory.used,memory.total --format=csv,noheader
python
<PATH> -m workloads.ordinary_training --seed <SEED> --episode-id <ID> --outdir <PATH> --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 50 --lr 0.001"
